Patient_ID,Akkermansia,Faecalibacterium,Roseburia,Bifidobacterium,Bacteroides,Prevotella,Ruminococcus,Blautia,Collinsella,Escherichia_Shigella,Coprococcus,Alistipes,Subdoligranulum,Enterococcus,Eubacterium,Parabacteroides,Lactobacillus,Klebsiella,Streptococcus,Eggerthella,Other_Taxa
P18439,2.314,12.756,4.03,9.042,21.846,9.846,3.134,7.312,2.814,1.634,0.88,1.256,2.418,0.196,0.192,0.968,0.856,0.97,3.682,0.322,13.532
P18440,,,,,,,,,,,,,,,,,,,,,
P18441,2.232,14.808,7.262,4.292,18.128,6.284,3.86,8.9,1.602,1.332,2.856,6.694,1.046,1.334,0.958,0.464,0.452,0.172,1.116,1.964,14.244
P18442,3.018,5.87,1.23,10.776,24.354,11.46,0.486,10.852,1.834,1.554,2.548,2.54,2.836,1.908,3.454,4.296,0.598,0.206,1.506,0.788,7.886
P18443,0.868,8.19,3.114,4.048,26.894,8.616,4.912,12.128,2.116,3.462,1.898,2.41,1.354,0.158,1.826,2.218,2.07,1.954,0.67,0.728,10.366
P18444,0.606,5.296,3.856,1.458,29.152,17.494,1.13,10.076,2.128,2.132,0.574,1.776,0.398,0.898,0.248,7.276,1.366,2.976,6.622,0.474,4.064
P18445,1.14,9.972,7.428,4.112,17.37,11.44,1.494,9.504,6.274,1.88,5.416,0.886,2.2,0.45,3.814,1.206,2.766,0.392,1.972,0.034,10.25
P18446,0.172,5.366,1.998,1.252,34.77,9.158,3.902,13.346,3.262,2.966,1.202,2.938,1.546,0.83,0.76,1.842,1.95,1.506,2.152,0.576,8.506
P18447,,,,,,,,,,,,,,,,,,,,,
P18448,3.406,10.646,5.526,12.124,16.27,6.26,6.39,9.586,0.56,2.05,2.754,0.448,1.226,0.052,3.934,2.676,0.308,0.034,0.848,1.754,13.148
P18449,,,,,,,,,,,,,,,,,,,,,
P18450,4.822,18.216,6.76,3.312,21.082,3.834,2.854,1.63,6.132,0.982,2.754,1.84,1.272,0.476,5.43,1.428,1.552,0.628,0.396,0.056,14.544
P18451,2.094,6.26,4.43,2.272,26.03,3.9,4.538,8.092,2.116,5.596,1.756,4.46,4.894,1.378,2.484,3.558,2.17,1.2,1.436,4.21,7.126
P18452,,,,,,,,,,,,,,,,,,,,,
P18453,0.464,7.286,9.686,5.602,18.414,8.736,2.576,9.112,2.454,2.24,3.582,3.402,2.452,1.314,4.038,2.258,0.376,0.364,1.502,0.284,13.858
P18454,3.376,12.314,6.492,3.97,15.934,9.542,5.43,8.856,1.672,0.062,2.988,1.004,1.48,5.146,2.288,4.178,2.568,2.29,0.884,0.75,8.776
P18455,2.458,7.628,12.558,6.346,17.674,9.262,3.622,5.496,1.804,0.946,0.932,1.862,2.418,2.21,1.274,6.642,0.976,0.5,1.316,1.638,12.438
P18456,3.4041,8.2282,5.5301,2.7261,26.4485,13.5003,4.6701,7.5522,4.1501,0.79,2.022,5.8761,5.0521,0.156,0.802,0.162,0.57,0.0,3.3821,0.024,4.9541
P18457,4.498,6.66,11.49,4.292,19.952,5.83,2.502,13.53,1.01,0.308,4.926,1.566,1.536,1.078,0.43,1.498,0.326,1.056,2.614,0.0,14.898
P18458,1.11,3.936,1.786,3.33,33.436,7.678,4.704,11.176,5.15,0.086,2.952,1.562,1.184,0.698,0.588,0.85,1.032,3.228,1.27,0.426,13.818
P18459,0.744,7.25,3.314,5.954,25.61,5.528,7.856,4.906,1.738,0.768,9.36,1.48,2.19,0.806,2.64,2.57,1.406,0.336,0.55,1.918,13.076
P18460,3.734,12.756,6.414,0.866,26.482,4.03,8.428,8.212,0.398,0.15,5.462,1.62,3.06,1.462,3.406,1.602,1.61,0.544,3.156,0.068,6.54
P18461,,,,,,,,,,,,,,,,,,,,,
P18462,3.022,11.914,4.944,1.916,24.244,6.62,3.022,7.604,3.592,0.308,3.962,1.624,1.628,2.81,0.994,2.9,0.232,1.844,2.178,1.644,12.998
P18463,1.896,6.634,3.066,3.532,27.278,6.288,4.674,11.104,0.76,2.462,0.326,4.226,5.39,3.902,0.408,3.912,0.444,1.314,4.006,0.05,8.328
P18464,1.264,11.108,3.866,4.044,18.934,10.352,1.796,11.062,0.55,0.17,1.222,7.634,3.498,0.01,3.914,1.732,0.722,0.952,0.932,2.298,13.94
P18465,1.31,12.552,2.646,5.516,20.514,8.85,9.7,8.876,2.524,1.904,1.08,0.868,3.246,0.56,0.36,2.328,1.202,0.196,4.626,0.392,10.75
P18466,3.392,4.452,6.178,7.546,27.544,7.404,4.808,3.466,4.066,0.38,5.28,1.822,1.576,6.996,0.252,0.406,1.068,1.314,3.806,0.194,8.05
P18467,1.986,13.5,5.598,5.652,21.142,2.044,3.316,6.034,4.638,1.686,3.216,2.412,1.396,0.224,3.294,4.57,4.444,0.074,0.984,1.02,12.77
P18468,1.602,6.018,4.488,6.708,16.376,7.436,3.874,10.914,5.13,1.784,2.432,2.876,2.758,0.394,1.788,2.874,2.31,0.674,0.79,1.516,17.258
P18469,1.53,13.166,5.378,1.712,16.828,8.664,6.02,8.074,0.734,0.958,1.594,4.294,1.982,1.722,5.114,5.728,1.454,0.242,3.946,0.65,10.21
P18470,2.012,5.588,2.42,2.378,21.454,11.12,2.78,7.264,3.962,6.056,1.908,0.404,6.522,0.54,0.488,2.736,2.884,0.104,3.824,4.57,10.986
P18471,2.208,7.504,8.182,4.932,11.18,4.616,2.806,12.238,5.434,0.42,4.856,3.364,2.248,2.074,1.344,1.71,4.234,2.084,6.002,0.894,11.67
P18472,0.694,18.7004,5.0761,5.6161,11.8282,5.8081,1.938,4.4401,2.5101,0.924,2.8501,3.9181,7.1961,0.082,3.4381,3.8541,0.404,0.476,4.7661,0.0,15.4803
P18473,3.376,9.254,2.984,2.794,16.862,7.784,11.352,6.554,1.178,1.39,1.872,3.106,5.192,0.204,0.58,0.278,2.116,0.066,0.072,0.18,22.806
P18474,,,,,,,,,,,,,,,,,,,,,
P18475,1.732,11.104,2.7,1.302,27.474,8.0,6.442,5.688,2.376,0.632,0.572,2.786,0.906,1.298,3.206,0.386,1.374,0.914,4.16,2.354,14.594
P18476,4.034,16.526,1.834,3.214,22.642,4.548,3.634,12.034,2.474,2.19,1.128,2.216,5.26,2.18,0.992,1.638,0.704,0.526,2.73,0.0,9.496
P18477,9.766,7.674,2.728,6.73,19.16,8.746,6.162,3.33,2.368,2.028,2.492,3.174,2.454,0.04,3.558,1.938,1.854,0.016,0.51,0.094,15.178
P18478,1.214,8.736,9.882,5.058,27.378,8.5,4.4,3.946,1.336,3.174,1.614,4.508,0.468,0.026,1.386,3.494,1.386,0.236,1.816,1.002,10.44
P18479,3.65,9.49,4.498,4.072,23.472,6.064,2.788,10.406,0.74,1.434,4.024,5.208,2.728,0.3,1.402,3.836,3.104,1.664,6.356,0.294,4.47
P18480,2.954,16.534,4.8,11.334,20.09,4.398,1.198,9.552,1.638,0.372,3.51,1.49,3.216,0.322,0.206,1.574,0.412,0.274,1.672,0.066,14.388
P18481,,,,,,,,,,,,,,,,,,,,,
P18482,2.614,9.352,2.484,4.464,28.974,12.274,1.464,6.978,6.092,4.39,0.188,1.212,2.87,0.956,1.052,0.874,1.0,0.85,2.148,2.328,7.436
P18483,1.354,4.278,2.358,9.68,15.77,6.514,5.39,13.368,3.608,5.262,2.922,1.188,2.798,4.648,2.56,2.056,1.156,1.728,2.862,3.264,7.236
P18484,5.434,6.206,6.224,2.81,23.382,6.128,4.118,7.574,5.29,4.56,1.932,2.552,2.556,0.044,0.924,1.018,1.198,2.314,0.036,0.392,15.308
P18485,0.704,13.502,4.53,7.23,12.828,11.208,2.104,4.936,1.53,1.744,1.266,3.122,3.56,4.006,1.726,1.13,3.116,1.652,3.776,0.646,15.684
P18486,,,,,,,,,,,,,,,,,,,,,
P18487,5.894,6.468,4.0,7.026,27.194,4.336,5.066,10.12,3.566,1.134,0.978,3.234,2.774,0.852,1.764,3.446,0.426,0.474,0.524,0.634,10.09
P18488,5.932,14.522,3.952,5.316,16.758,5.578,3.118,9.458,2.318,0.328,0.58,5.314,3.496,1.632,4.126,0.528,0.416,0.52,0.156,2.228,13.724
P18489,3.374,12.26,4.142,4.416,16.466,11.248,5.992,9.94,1.696,2.25,2.058,4.458,1.518,3.368,1.25,1.542,2.532,0.762,0.444,0.864,9.42
P18490,2.064,11.284,2.58,6.47,19.286,13.368,2.136,11.212,1.834,0.564,3.342,1.702,1.766,0.822,2.486,2.492,1.574,0.026,2.914,4.584,7.494
P18491,4.7984,14.3511,6.1545,2.9402,17.1794,9.4528,5.6965,5.6305,1.6561,1.3281,3.5983,0.6461,1.0661,0.8781,2.3722,0.454,2.7022,0.8841,1.0041,0.0,17.2074
P18492,4.536,5.142,7.506,5.432,21.398,3.096,6.398,7.252,3.11,3.276,2.652,4.466,3.016,0.952,2.976,0.436,0.596,0.424,0.07,1.212,16.054
P18493,0.374,4.368,6.272,3.14,20.644,10.756,5.088,7.44,2.658,5.524,3.766,0.2,4.304,1.56,1.752,1.024,3.612,4.09,2.266,0.37,10.792
P18494,1.038,9.196,3.008,4.244,13.622,5.47,5.874,13.698,7.45,3.148,5.626,1.892,4.284,0.4,0.754,2.126,2.95,1.422,1.14,0.626,12.032
P18495,1.78,2.438,1.438,5.644,20.854,12.85,2.416,9.388,3.6,3.704,1.22,3.534,3.518,2.0,4.348,4.43,2.118,2.226,3.0,0.218,9.276
P18496,2.448,10.142,8.634,5.024,27.282,4.816,4.324,7.502,0.474,0.822,2.348,3.282,4.07,0.62,1.698,2.81,2.422,1.486,1.4,1.13,7.266
P18497,0.466,6.222,9.126,7.086,19.246,11.198,2.82,8.134,1.68,3.382,0.786,3.27,2.206,1.45,1.208,1.93,0.738,0.3,2.716,1.322,14.714
P18498,4.082,12.366,1.972,9.268,19.744,11.006,2.892,14.914,0.372,1.63,4.714,0.402,2.404,0.092,1.55,0.926,1.14,0.586,0.236,0.066,9.638
P18499,2.856,8.254,6.612,6.668,19.064,7.786,6.436,7.824,3.358,3.77,3.488,2.668,2.522,0.37,0.576,0.93,0.558,1.314,2.298,0.352,12.296
P18500,4.116,10.908,2.884,6.032,18.744,9.414,3.488,6.292,2.364,0.428,1.642,3.51,1.924,0.04,1.254,1.156,1.01,0.78,0.486,0.172,23.356
P18501,1.928,11.038,11.892,5.838,11.094,3.672,5.078,9.586,5.292,1.53,4.44,2.044,5.086,0.982,4.606,1.048,4.54,0.4,2.336,0.688,6.882
P18502,0.336,6.494,5.188,3.46,23.256,3.42,4.116,6.162,1.424,8.602,0.848,2.968,6.144,2.196,2.356,2.44,3.342,1.298,5.714,1.33,8.906
P18503,5.572,7.67,4.61,6.656,27.776,9.664,0.994,14.54,2.812,0.338,2.724,1.136,1.792,0.97,1.1,3.06,0.204,0.338,1.616,0.636,5.792
P18504,8.3687,13.001,2.4462,5.3424,20.0816,4.2243,5.5564,6.2345,2.1702,0.8661,3.6703,2.0102,4.7984,0.0,1.5341,2.1122,0.408,0.05,1.4501,0.04,15.6353
P18505,3.6421,15.0086,4.8862,11.8825,13.3025,6.3183,3.8162,11.1564,2.7721,5.1042,2.0341,6.5343,1.232,0.14,2.4941,0.23,1.3121,1.7261,1.18,0.0,5.2282
P18506,,,,,,,,,,,,,,,,,,,,,
P18507,3.29,13.948,4.796,7.202,11.334,4.492,5.4,5.014,0.372,2.264,3.452,3.826,8.346,0.102,1.864,2.496,3.788,2.396,4.618,0.43,10.57
P18508,2.098,7.16,2.61,2.928,23.14,8.436,3.93,4.926,1.744,5.28,1.974,0.5,2.514,0.856,1.038,1.544,0.782,3.626,10.968,0.188,13.758
P18509,0.186,6.048,4.738,3.622,10.854,4.162,3.854,15.734,1.608,5.892,1.626,2.802,5.446,4.8,1.218,8.074,2.76,1.69,2.114,0.496,12.276
P18510,0.396,14.29,2.272,8.246,27.116,3.81,2.984,5.616,3.78,0.85,4.196,1.628,8.488,0.038,2.548,1.738,0.676,0.394,0.598,0.276,10.06
P18511,1.844,8.998,8.938,3.474,17.506,10.284,3.372,4.596,5.27,3.76,2.724,1.616,6.544,0.202,0.95,3.2,0.354,0.464,2.614,1.392,11.898
P18512,,,,,,,,,,,,,,,,,,,,,
P18513,,,,,,,,,,,,,,,,,,,,,
P18514,,,,,,,,,,,,,,,,,,,,,
P18515,1.3,3.024,3.74,6.248,28.126,5.004,1.078,9.564,4.636,2.014,3.63,4.252,1.442,2.902,1.166,2.354,2.602,0.816,4.71,0.53,10.862
P18516,1.958,10.5242,0.816,15.4483,19.1964,12.0282,3.0341,8.8222,0.828,0.52,2.152,1.238,2.9521,0.462,2.5901,0.736,1.724,2.248,4.5521,0.0,8.1702
P18517,1.496,8.568,2.102,15.264,15.678,9.646,2.022,6.4,6.55,0.828,4.09,2.804,3.688,0.01,3.46,5.25,0.33,2.922,2.064,0.278,6.55
P18518,7.376,7.504,7.754,3.41,14.33,15.05,2.656,11.802,0.852,1.796,3.138,4.796,3.89,0.064,2.742,1.224,3.468,0.51,1.68,0.41,5.548
P18519,3.99,11.788,1.542,5.288,20.084,5.938,1.5,3.638,5.78,6.764,2.014,0.514,2.438,0.12,0.6,2.454,6.154,1.278,2.872,0.288,14.956
P18520,2.218,4.56,0.9,6.092,24.056,3.452,3.246,11.886,2.492,4.182,2.244,1.826,0.392,3.988,2.072,0.974,2.226,2.078,6.278,1.218,13.62
P18521,1.618,12.82,2.072,9.482,16.636,13.116,4.016,11.184,3.808,0.944,3.294,2.136,5.062,2.314,0.944,2.186,0.88,0.154,0.698,1.29,5.346
P18522,0.826,6.918,8.17,5.842,26.982,6.904,3.28,7.968,2.678,3.686,1.116,1.486,0.354,2.004,1.94,1.12,5.128,1.304,0.76,0.114,11.42
P18523,2.296,8.498,2.816,3.268,21.932,12.964,3.616,10.396,3.184,1.058,0.878,5.73,2.41,0.896,1.68,2.954,1.232,0.914,0.734,2.702,9.842
P18524,2.954,13.152,7.748,4.288,11.63,5.834,0.788,12.614,1.116,2.768,3.31,4.422,2.708,1.526,2.298,0.87,4.28,3.614,4.302,2.008,7.77
P18525,3.428,5.456,1.242,1.85,23.832,6.838,3.946,3.06,3.368,0.29,0.942,2.94,1.92,2.772,1.056,1.066,4.18,1.83,4.44,1.184,24.36
P18526,,,,,,,,,,,,,,,,,,,,,
P18527,1.87,13.484,6.124,5.214,23.012,3.436,6.232,8.696,2.542,1.996,1.336,2.944,1.716,0.37,1.504,5.388,3.424,0.568,1.516,0.664,7.964
P18528,7.408,11.912,4.354,3.47,17.616,7.01,7.834,9.236,1.42,2.43,4.57,0.964,0.46,1.442,2.626,1.608,1.136,0.108,1.122,0.64,12.634
P18529,2.7102,16.9814,3.8903,9.6148,15.4012,3.7063,5.6965,3.6223,1.5821,0.332,4.0263,3.9803,6.4905,1.3601,4.4364,1.9842,1.6021,0.0,1.1681,0.0,11.4149
P18530,1.718,10.178,3.196,4.676,10.778,9.166,8.432,9.874,3.948,0.482,5.922,7.862,3.786,0.438,0.676,4.748,1.008,1.686,1.756,0.052,9.618
P18531,2.06,8.326,7.464,5.472,10.65,4.324,7.44,10.676,2.308,0.154,9.78,3.302,1.61,0.674,3.52,0.972,0.798,0.588,5.216,0.134,14.532
P18532,7.4646,9.7808,4.7204,3.3103,10.1788,5.4284,3.9083,5.5684,9.2487,0.266,5.6905,3.0082,3.6543,0.0,2.8762,1.4661,2.3522,0.496,0.618,0.096,19.8676
P18533,,,,,,,,,,,,,,,,,,,,,
P18534,1.456,2.336,0.724,5.274,23.27,15.098,3.044,10.888,6.732,4.184,0.356,2.296,1.292,2.694,0.224,1.198,3.618,3.136,2.942,1.866,7.372
P18535,,,,,,,,,,,,,,,,,,,,,
P18536,,,,,,,,,,,,,,,,,,,,,
P18537,1.118,19.436,3.88,2.886,24.33,10.956,3.752,6.496,2.362,0.68,1.642,0.836,1.882,0.248,1.03,1.326,0.946,0.044,3.822,0.418,11.91
P18538,2.5,20.17,4.044,3.006,19.328,6.414,4.448,4.472,3.36,2.47,4.958,1.688,2.954,0.514,1.28,1.142,1.37,0.904,1.046,0.622,13.31
P18539,5.602,13.498,6.414,4.41,22.48,8.4,4.024,7.412,0.824,0.398,2.536,2.872,2.666,0.166,2.524,1.684,2.972,0.4,0.88,0.238,9.6
P18540,2.5582,17.3874,3.1283,6.4625,23.2499,5.5404,1.5261,5.6825,1.8561,0.13,2.1102,2.4662,2.8382,3.9943,5.1604,0.608,2.4622,0.11,0.166,0.0,12.563
P18541,1.346,16.096,2.252,2.816,16.154,10.23,4.41,7.68,2.52,1.8,1.238,1.716,4.296,0.638,4.986,1.464,4.218,0.338,1.642,0.47,13.69
P18542,5.044,5.556,2.926,1.082,30.888,3.766,5.908,14.572,6.188,1.266,0.366,0.42,2.646,0.522,1.588,0.678,1.976,0.05,3.346,1.352,9.86
P18543,7.82,9.338,1.88,2.582,13.826,4.136,7.024,12.664,2.414,1.354,2.868,1.636,2.348,3.396,2.402,2.876,0.624,0.286,1.934,0.0,18.592
P18544,0.228,9.696,2.92,8.952,25.802,7.03,3.31,10.268,2.994,1.104,1.558,2.134,0.392,1.722,1.098,1.34,2.756,0.438,1.968,4.498,9.792
P18545,2.026,6.39,1.516,9.59,21.268,6.796,3.748,13.41,1.114,2.55,0.942,1.694,1.422,1.032,2.972,3.558,1.286,1.618,1.106,3.136,12.826
P18546,5.962,10.718,0.512,5.59,21.782,2.386,3.51,7.052,2.632,1.918,3.154,0.358,6.708,1.204,8.748,5.554,0.774,0.158,2.154,0.954,8.172
P18547,0.486,12.384,3.366,3.994,15.54,3.296,5.042,13.186,3.756,3.704,4.796,1.848,1.552,0.28,1.078,1.988,4.502,2.496,2.132,0.07,14.504
P18548,3.58,9.044,4.864,6.678,15.44,10.968,3.388,6.838,1.782,0.87,2.876,3.35,0.628,0.85,0.914,1.518,2.352,1.094,4.246,0.238,18.482
P18549,,,,,,,,,,,,,,,,,,,,,
P18550,8.324,5.114,2.674,10.682,20.364,7.458,5.724,6.79,1.786,0.138,0.516,4.176,2.984,1.366,1.07,2.412,0.662,1.122,0.76,0.512,15.366
P18551,3.264,6.942,1.75,2.754,19.484,8.156,2.738,11.22,3.54,4.216,2.104,1.312,3.728,1.262,1.778,1.36,5.196,2.262,4.864,0.126,11.944
P18552,4.0101,7.5622,8.5062,11.7262,11.4442,4.5361,3.9521,6.3841,3.0381,0.722,10.3102,6.3021,10.3622,0.714,1.018,1.52,0.628,0.0,1.376,1.39,4.4981
P18553,1.002,2.306,7.07,2.616,22.31,5.856,1.996,7.102,5.306,3.128,1.492,0.412,5.846,1.842,6.376,1.94,0.51,0.93,5.402,3.148,13.41
P18554,0.964,4.378,3.408,2.936,23.882,16.332,4.986,6.24,1.576,1.78,1.08,1.46,3.122,0.866,0.782,1.826,1.202,5.166,2.378,0.406,15.23
P18555,2.354,8.782,7.284,4.834,22.798,6.864,2.52,10.18,3.898,0.048,3.574,1.326,2.724,4.438,4.842,3.13,0.45,0.68,1.85,0.204,7.22
P18556,4.944,7.16,7.138,9.154,16.984,6.466,3.064,5.412,1.006,2.796,3.572,1.114,5.67,1.128,1.42,8.708,0.642,0.818,1.076,0.164,11.564
P18557,2.358,10.754,7.028,11.74,16.078,7.492,2.83,3.718,1.588,1.058,0.542,3.406,3.03,0.894,0.154,2.66,2.514,0.086,0.502,0.56,21.008
P18558,5.312,6.446,1.238,4.842,23.202,7.634,6.458,8.772,5.49,0.76,0.652,1.586,2.752,0.404,1.698,2.644,2.81,0.224,1.39,1.27,14.416
P18559,3.788,13.512,3.72,6.122,17.95,3.598,1.03,7.824,1.814,0.872,5.662,5.25,3.644,3.138,2.922,2.564,1.604,0.482,2.856,0.466,11.182
P18560,,,,,,,,,,,,,,,,,,,,,
P18561,3.452,9.5,1.59,6.116,15.26,10.324,4.264,11.92,3.8,0.15,1.588,5.11,9.848,0.042,0.202,1.626,0.834,0.424,3.054,1.854,9.042
P18562,2.652,7.92,1.992,2.91,30.164,2.928,3.678,10.894,1.122,1.866,2.74,2.022,4.538,0.394,0.888,2.896,3.562,0.57,3.362,1.822,11.08
P18563,1.602,9.154,4.098,3.73,12.176,9.038,4.74,11.406,6.176,3.878,4.504,3.374,2.742,1.294,3.438,2.046,0.996,1.148,4.274,0.112,10.074
P18564,2.378,9.878,4.252,6.456,28.058,4.086,2.222,12.47,1.286,0.442,2.262,0.93,3.814,0.384,2.152,0.506,1.276,1.294,0.056,5.606,10.192
P18565,4.538,7.898,11.924,2.782,13.718,2.714,3.73,5.806,5.218,0.216,0.388,5.942,6.362,0.598,0.694,0.628,3.668,3.158,0.474,0.122,19.422
P18566,5.266,6.722,8.698,3.462,23.05,4.082,4.254,9.72,0.96,3.338,2.074,2.03,1.018,0.854,1.7,2.32,0.382,2.79,1.08,0.024,16.176
P18567,,,,,,,,,,,,,,,,,,,,,
P18568,4.014,5.718,2.414,6.81,20.652,10.212,0.396,9.462,2.8,7.896,0.492,3.008,0.562,1.148,0.608,1.648,1.084,4.016,2.284,0.36,14.416
P18569,3.932,7.778,6.168,3.242,26.914,10.612,3.294,5.724,2.45,0.3,1.028,1.662,3.466,1.142,4.096,2.714,2.364,0.25,0.026,0.452,12.386
P18570,2.27,8.784,2.242,5.44,19.674,7.152,2.974,7.074,1.74,2.88,1.988,2.97,3.406,1.104,5.578,1.228,0.44,2.652,4.69,1.25,14.464
P18571,0.332,9.628,7.07,4.772,18.68,11.392,1.562,7.456,6.138,1.81,3.684,0.972,2.93,2.124,2.052,3.938,0.684,0.12,4.094,0.186,10.376
P18572,0.474,2.462,1.202,11.25,29.558,4.374,3.48,12.084,3.312,5.706,2.826,1.452,2.182,0.382,0.634,3.974,1.166,0.01,2.61,0.522,10.34
P18573,2.544,6.476,2.442,7.972,22.07,3.856,1.66,5.902,0.424,0.678,0.92,3.842,2.04,1.34,0.592,1.804,2.334,3.172,11.328,0.504,18.1
P18574,0.626,5.07,5.612,16.686,24.706,5.864,3.028,5.5,3.638,1.198,4.158,0.68,2.322,0.116,1.22,1.1,1.394,1.008,1.918,0.904,13.252
P18575,2.832,14.894,7.604,1.142,20.624,6.48,3.11,11.872,0.782,2.2,2.648,3.796,5.162,0.856,1.182,2.436,1.554,0.354,2.236,0.354,7.882
P18576,3.944,5.462,4.49,2.946,13.186,5.566,2.932,19.336,10.394,0.76,3.828,2.106,4.688,0.702,1.528,1.546,0.95,0.324,1.604,1.444,12.264
P18577,0.72,14.724,3.014,8.228,17.524,6.49,6.386,12.788,1.292,2.686,3.402,1.596,4.664,0.26,1.85,1.628,0.726,1.868,1.84,1.312,7.002
P18578,1.188,10.576,2.696,7.79,14.798,4.868,4.798,16.172,6.598,2.404,0.69,2.976,3.356,0.016,0.228,5.106,2.088,0.294,3.152,2.186,8.02
P18579,3.4,12.186,3.222,7.41,24.206,4.078,2.282,6.028,1.83,4.822,3.866,1.45,2.944,1.55,1.624,2.646,1.806,0.024,1.684,0.05,12.892
P18580,6.494,5.562,2.822,8.346,21.298,6.47,3.142,8.068,1.224,3.548,3.014,2.926,6.19,3.112,3.052,2.58,2.098,0.166,1.186,2.36,6.342
P18581,0.54,5.296,2.698,0.432,24.056,11.426,1.092,11.562,1.508,5.694,2.162,1.63,3.762,0.56,2.826,1.396,5.024,2.498,3.62,1.18,11.038
P18582,1.874,3.68,1.794,6.126,26.19,2.644,3.35,5.442,6.322,6.038,5.398,2.428,2.356,2.408,2.294,0.358,4.612,3.02,2.51,3.368,7.788
P18583,3.298,8.83,5.644,5.366,24.76,9.776,10.092,4.086,1.274,1.714,3.606,2.06,3.914,1.122,1.298,4.338,0.886,0.08,1.992,0.206,5.658
P18584,4.6761,10.1702,5.4161,4.7061,17.8844,7.5442,5.3581,3.9441,1.072,0.062,5.3441,5.1881,1.784,1.708,2.138,0.584,2.104,0.478,0.384,0.0,19.4544
P18585,4.156,6.088,4.886,3.526,18.358,8.86,4.164,14.866,1.926,0.324,2.738,4.832,4.78,0.752,1.696,0.424,0.118,1.796,0.05,0.432,15.228
P18586,,,,,,,,,,,,,,,,,,,,,
P18587,1.018,18.444,8.704,3.622,14.954,4.856,2.018,10.8,2.95,0.814,6.424,0.856,5.79,1.638,1.794,0.934,1.472,1.134,1.07,0.016,10.692
P18588,6.712,5.95,5.134,1.236,15.216,19.746,1.198,7.188,3.444,1.938,6.056,2.052,2.346,0.192,3.756,1.434,1.674,0.434,1.394,0.356,12.544
P18589,0.89,7.216,3.07,5.546,21.482,6.004,4.442,9.332,1.0,4.472,1.16,2.716,1.878,2.814,0.946,2.322,0.442,1.14,2.21,4.686,16.232
P18590,3.5481,7.9162,4.3661,6.4721,15.8383,7.3421,1.588,11.6942,5.0101,1.106,2.26,1.5,3.6761,0.202,2.6341,3.2701,1.27,1.626,2.354,0.0,16.3263
P18591,4.684,6.924,2.632,4.418,19.52,10.648,5.06,5.654,0.83,2.902,6.192,2.33,6.512,0.378,0.902,0.838,1.168,0.756,2.284,1.366,14.002
P18592,,,,,,,,,,,,,,,,,,,,,
P18593,1.616,8.014,5.286,7.594,18.37,11.8,4.298,11.92,4.036,1.686,0.794,3.032,2.588,1.656,0.892,0.54,0.764,0.748,5.83,0.37,8.166
P18594,3.144,4.954,4.756,4.214,15.872,6.476,4.246,10.974,0.766,6.11,3.266,1.136,1.346,1.046,0.966,2.424,0.784,3.852,6.978,1.468,15.222
P18595,1.73,11.768,5.43,6.438,11.844,11.858,2.496,14.764,2.886,0.63,4.142,3.064,3.246,0.454,0.958,3.592,1.256,1.258,2.052,0.23,9.904
P18596,1.824,9.716,12.146,4.388,20.942,6.598,1.642,7.122,5.778,2.174,0.896,0.85,1.21,3.868,1.976,3.992,2.472,1.292,1.45,2.448,7.216
P18597,1.86,2.768,4.674,3.356,14.468,9.3,13.734,5.458,8.416,3.194,0.706,2.958,3.654,1.126,3.818,1.062,0.388,0.088,6.686,0.048,12.238
P18598,3.648,6.034,3.544,6.5,19.092,9.512,2.414,9.244,1.776,3.646,5.458,4.862,3.28,2.348,2.914,2.03,0.428,0.148,1.348,1.036,10.738
P18599,4.24,11.882,7.758,3.18,20.752,1.81,3.608,11.086,2.982,0.178,1.344,1.082,8.224,1.972,1.644,2.112,0.566,1.79,1.148,0.396,12.246
P18600,3.044,14.19,1.822,5.1,20.518,6.194,3.592,6.792,4.85,1.488,2.484,2.162,5.336,0.432,4.574,1.518,0.328,0.518,0.814,1.644,12.6
P18601,4.354,7.994,7.044,5.462,17.094,6.926,11.08,7.026,1.608,2.06,1.754,1.608,5.618,1.086,1.83,4.92,1.34,0.672,1.556,0.636,8.332
P18602,4.22,10.324,5.4,2.458,18.66,8.174,1.468,10.278,4.482,3.49,3.058,2.644,2.758,1.482,4.234,0.532,1.324,2.98,1.264,0.552,10.218
P18603,,,,,,,,,,,,,,,,,,,,,
P18604,1.292,5.932,3.728,11.036,19.044,5.548,4.026,5.974,6.074,1.192,2.336,3.584,3.762,0.742,1.622,2.814,1.082,1.292,3.24,0.422,15.258
P18605,2.422,11.712,3.4,4.778,25.044,4.478,1.102,8.856,1.988,0.398,3.15,6.266,4.382,2.742,2.44,1.798,0.806,0.072,0.126,0.04,14.0
P18606,2.968,10.01,1.47,8.67,11.012,8.332,3.824,10.18,3.398,0.87,8.936,2.612,0.988,0.07,2.934,3.564,1.786,0.014,0.442,0.8,17.12
P18607,7.706,10.572,3.402,7.096,12.414,10.788,2.274,6.798,4.362,0.99,4.462,6.194,0.842,2.776,2.836,0.464,1.682,3.448,1.6,0.154,9.14
P18608,3.494,6.042,9.962,2.856,16.366,9.03,0.538,6.24,6.714,3.102,1.884,3.966,3.794,1.826,0.402,1.618,3.756,2.928,0.962,0.664,13.856
P18609,4.844,5.9,7.312,7.504,21.022,11.502,3.462,12.08,1.78,2.4,1.054,3.618,0.414,0.016,1.274,0.958,2.04,2.648,0.38,0.552,9.24
